,,,ch1_t,ch1_v,,,,,ch2_t,ch2_v
,,,2.15E-01,-46,,,,,2.15E-01,-19.2000008
,,,2.15E-01,-44,,,,,2.15E-01,-19.2000008
,,,2.16E-01,-44,,,,,2.16E-01,-19.2000008
,,,2.16E-01,-42,,,,,2.16E-01,-18.3999996
,,,2.16E-01,-38,,,,,2.16E-01,-18.3999996
,,,2.16E-01,-36,,,,,2.16E-01,-17.6000004
,,,2.16E-01,-34,,,,,2.16E-01,-17.6000004
,,,2.17E-01,-32,,,,,2.17E-01,-17.6000004
,,,2.17E-01,-28,,,,,2.17E-01,-16.8000011
,,,2.17E-01,-26,,,,,2.17E-01,-16.8000011
,,,2.17E-01,-24,,,,,2.17E-01,-16
,,,2.17E-01,-20,,,,,2.17E-01,-15.1999998
,,,2.18E-01,-16,,,,,2.18E-01,-15.1999998
,,,2.18E-01,-12,,,,,2.18E-01,-14.4000006
,,,2.18E-01,-10,,,,,2.18E-01,-13.6000004
,,,2.18E-01,-6,,,,,2.18E-01,-13.6000004
,,,2.18E-01,-2,,,,,2.18E-01,-12.8000002
,,,2.19E-01,0,,,,,2.19E-01,-12
,,,2.19E-01,4,,,,,2.19E-01,-11.1999998
,,,2.19E-01,6,,,,,2.19E-01,-10.4000006
,,,2.19E-01,10,,,,,2.19E-01,-8.800000191
,,,2.19E-01,12,,,,,2.19E-01,-8
,,,2.20E-01,14,,,,,2.20E-01,-6.4000001
,,,2.20E-01,16,,,,,2.20E-01,-4.80000019
,,,2.20E-01,18,,,,,2.20E-01,-3.20000005
,,,2.20E-01,20,,,,,2.20E-01,-1.6
,,,2.20E-01,22,,,,,2.20E-01,8.00E-01
,,,2.21E-01,24,,,,,2.21E-01,3.20000005
,,,2.21E-01,26,,,,,2.21E-01,4.80000019
,,,2.21E-01,26,,,,,2.21E-01,7.20000029
,,,2.21E-01,28,,,,,2.21E-01,9.600000381
,,,2.21E-01,28,,,,,2.21E-01,11.1999998
,,,2.22E-01,30,,,,,2.22E-01,12.8000002
,,,2.22E-01,30,,,,,2.22E-01,16
,,,2.22E-01,32,,,,,2.22E-01,16.8000011
,,,2.22E-01,34,,,,,2.22E-01,18.3999996
,,,2.22E-01,36,,,,,2.22E-01,19.2000008
,,,2.23E-01,40,,,,,2.23E-01,20
,,,2.23E-01,42,,,,,2.23E-01,20
,,,2.23E-01,46,,,,,2.23E-01,20
,,,2.23E-01,48,,,,,2.23E-01,20
,,,2.23E-01,50,,,,,2.23E-01,20.80000114
,,,2.24E-01,50,,,,,2.24E-01,20.80000114
,,,2.24E-01,50,,,,,2.24E-01,20
,,,2.24E-01,50,,,,,2.24E-01,20.80000114
,,,2.24E-01,50,,,,,2.24E-01,20.80000114
,,,2.24E-01,50,,,,,2.24E-01,20.80000114
,,,2.25E-01,50,,,,,2.25E-01,20
,,,2.25E-01,50,,,,,2.25E-01,20
,,,2.25E-01,50,,,,,2.25E-01,19.2000008
,,,2.25E-01,48,,,,,2.25E-01,19.2000008
,,,2.25E-01,46,,,,,2.25E-01,19.2000008
,,,2.26E-01,44,,,,,2.26E-01,18.3999996
,,,2.26E-01,42,,,,,2.26E-01,18.3999996
,,,2.26E-01,40,,,,,2.26E-01,18.3999996
,,,2.26E-01,38,,,,,2.26E-01,17.6000004
,,,2.26E-01,34,,,,,2.26E-01,17.6000004
,,,2.27E-01,32,,,,,2.27E-01,16.8000011
,,,2.27E-01,30,,,,,2.27E-01,16.8000011
,,,2.27E-01,26,,,,,2.27E-01,16
,,,2.27E-01,22,,,,,2.27E-01,16
,,,2.27E-01,20,,,,,2.27E-01,15.1999998
,,,2.28E-01,16,,,,,2.28E-01,15.1999998
,,,2.28E-01,14,,,,,2.28E-01,14.4000006
,,,2.28E-01,10,,,,,2.28E-01,13.6000004
,,,2.28E-01,6,,,,,2.28E-01,12.8000002
,,,2.28E-01,4,,,,,2.28E-01,12.8000002
,,,2.29E-01,2,,,,,2.29E-01,12
,,,2.29E-01,-2,,,,,2.29E-01,11.1999998
,,,2.29E-01,-6,,,,,2.29E-01,10.4000006
,,,2.29E-01,-8,,,,,2.29E-01,8.800000191
,,,2.29E-01,-10,,,,,2.29E-01,8
,,,2.30E-01,-12,,,,,2.30E-01,6.4000001
,,,2.30E-01,-16,,,,,2.30E-01,4.80000019
,,,2.30E-01,-18,,,,,2.30E-01,3.20000005
,,,2.30E-01,-20,,,,,2.30E-01,1.6
,,,2.30E-01,-20,,,,,2.30E-01,0
,,,2.31E-01,-22,,,,,2.31E-01,-2.4000001
,,,2.31E-01,-24,,,,,2.31E-01,-4.80000019
,,,2.31E-01,-24,,,,,2.31E-01,-7.20000029
,,,2.31E-01,-26,,,,,2.31E-01,-8.800000191
,,,2.31E-01,-26,,,,,2.31E-01,-11.1999998
,,,2.32E-01,-28,,,,,2.32E-01,-12.8000002
,,,2.32E-01,-30,,,,,2.32E-01,-15.1999998
,,,2.32E-01,-32,,,,,2.32E-01,-16.8000011
,,,2.32E-01,-32,,,,,2.32E-01,-17.6000004
,,,2.32E-01,-36,,,,,2.32E-01,-19.2000008
,,,2.33E-01,-38,,,,,2.33E-01,-19.2000008
,,,2.33E-01,-42,,,,,2.33E-01,-20
,,,2.33E-01,-44,,,,,2.33E-01,-20
,,,2.33E-01,-46,,,,,2.33E-01,-20
,,,2.33E-01,-48,,,,,2.33E-01,-20
,,,2.34E-01,-48,,,,,2.34E-01,-20
,,,2.34E-01,-50,,,,,2.34E-01,-20
,,,2.34E-01,-50,,,,,2.34E-01,-20
,,,2.34E-01,-50,,,,,2.34E-01,-20
,,,2.34E-01,-50,,,,,2.34E-01,-20
,,,2.35E-01,-48,,,,,2.35E-01,-20
,,,2.35E-01,-50,,,,,2.35E-01,-20
,,,2.35E-01,-48,,,,,2.35E-01,-19.2000008
,,,2.35E-01,-46,,,,,2.35E-01,-20
,,,2.35E-01,-46,,,,,2.35E-01,-18.3999996
,,,2.36E-01,-42,,,,,2.36E-01,-18.3999996
,,,2.36E-01,-42,,,,,2.36E-01,-18.3999996
,,,2.36E-01,-38,,,,,2.36E-01,-18.3999996
,,,2.36E-01,-36,,,,,2.36E-01,-17.6000004
,,,2.36E-01,-34,,,,,2.36E-01,-17.6000004
,,,2.37E-01,-32,,,,,2.37E-01,-16.8000011
,,,2.37E-01,-28,,,,,2.37E-01,-16.8000011
,,,2.37E-01,-26,,,,,2.37E-01,-16
,,,2.37E-01,-22,,,,,2.37E-01,-16
,,,2.37E-01,-20,,,,,2.37E-01,-15.1999998
,,,2.38E-01,-16,,,,,2.38E-01,-15.1999998
,,,2.38E-01,-12,,,,,2.38E-01,-14.4000006
,,,2.38E-01,-8,,,,,2.38E-01,-14.4000006
,,,2.38E-01,-6,,,,,2.38E-01,-13.6000004
,,,2.38E-01,-2,,,,,2.38E-01,-12.8000002
,,,2.39E-01,0,,,,,2.39E-01,-12
,,,2.39E-01,4,,,,,2.39E-01,-11.1999998
,,,2.39E-01,6,,,,,2.39E-01,-10.4000006
,,,2.39E-01,10,,,,,2.39E-01,-8.800000191
,,,2.39E-01,12,,,,,2.39E-01,-7.20000029
,,,2.40E-01,14,,,,,2.40E-01,-6.4000001
,,,2.40E-01,16,,,,,2.40E-01,-4.80000019
,,,2.40E-01,18,,,,,2.40E-01,-3.20000005
,,,2.40E-01,20,,,,,2.40E-01,-8.00E-01
,,,2.40E-01,22,,,,,2.40E-01,8.00E-01
,,,2.41E-01,22,,,,,2.41E-01,3.20000005
,,,2.41E-01,24,,,,,2.41E-01,4.80000019
,,,2.41E-01,26,,,,,2.41E-01,7.20000029
,,,2.41E-01,26,,,,,2.41E-01,9.600000381
,,,2.41E-01,28,,,,,2.41E-01,11.1999998
,,,2.42E-01,28,,,,,2.42E-01,13.6000004
,,,2.42E-01,30,,,,,2.42E-01,15.1999998
,,,2.42E-01,32,,,,,2.42E-01,16.8000011
,,,2.42E-01,34,,,,,2.42E-01,18.3999996
,,,2.42E-01,38,,,,,2.42E-01,19.2000008
,,,2.43E-01,40,,,,,2.43E-01,20
,,,2.43E-01,42,,,,,2.43E-01,20.80000114
,,,2.43E-01,46,,,,,2.43E-01,20
,,,2.43E-01,48,,,,,2.43E-01,20
,,,2.43E-01,50,,,,,2.43E-01,20
,,,2.44E-01,50,,,,,2.44E-01,20.80000114
,,,2.44E-01,50,,,,,2.44E-01,20
,,,2.44E-01,50,,,,,2.44E-01,20
,,,2.44E-01,50,,,,,2.44E-01,20.80000114
,,,2.44E-01,52,,,,,2.44E-01,20
,,,2.45E-01,50,,,,,2.45E-01,20
,,,2.45E-01,50,,,,,2.45E-01,20
,,,2.45E-01,50,,,,,2.45E-01,20
,,,2.45E-01,48,,,,,2.45E-01,20
,,,2.45E-01,46,,,,,2.45E-01,19.2000008
,,,2.46E-01,44,,,,,2.46E-01,19.2000008
,,,2.46E-01,42,,,,,2.46E-01,18.3999996
,,,2.46E-01,40,,,,,2.46E-01,18.3999996
,,,2.46E-01,38,,,,,2.46E-01,17.6000004
,,,2.46E-01,34,,,,,2.46E-01,17.6000004
,,,2.47E-01,32,,,,,2.47E-01,16.8000011
,,,2.47E-01,30,,,,,2.47E-01,16.8000011
,,,2.47E-01,26,,,,,2.47E-01,16
,,,2.47E-01,22,,,,,2.47E-01,16
,,,2.47E-01,20,,,,,2.47E-01,15.1999998
,,,2.48E-01,16,,,,,2.48E-01,15.1999998
,,,2.48E-01,14,,,,,2.48E-01,14.4000006
,,,2.48E-01,10,,,,,2.48E-01,13.6000004
,,,2.48E-01,6,,,,,2.48E-01,13.6000004
,,,2.48E-01,4,,,,,2.48E-01,12.8000002
,,,2.49E-01,0,,,,,2.49E-01,12
,,,2.49E-01,-2,,,,,2.49E-01,11.1999998
,,,2.49E-01,-6,,,,,2.49E-01,10.4000006
,,,2.49E-01,-8,,,,,2.49E-01,9.600000381
,,,2.49E-01,-10,,,,,2.49E-01,8
,,,2.50E-01,-12,,,,,2.50E-01,6.4000001
,,,2.50E-01,-14,,,,,2.50E-01,4.80000019
,,,2.50E-01,-18,,,,,2.50E-01,3.20000005
,,,2.50E-01,-20,,,,,2.50E-01,1.6
,,,2.50E-01,-20,,,,,2.50E-01,-8.00E-01
,,,2.51E-01,-22,,,,,2.51E-01,-2.4000001
,,,2.51E-01,-24,,,,,2.51E-01,-4.80000019
,,,2.51E-01,-24,,,,,2.51E-01,-7.20000029
,,,2.51E-01,-26,,,,,2.51E-01,-8.800000191
,,,2.51E-01,-26,,,,,2.51E-01,-11.1999998
,,,2.52E-01,-28,,,,,2.52E-01,-12.8000002
,,,2.52E-01,-30,,,,,2.52E-01,-15.1999998
,,,2.52E-01,-32,,,,,2.52E-01,-16.8000011
,,,2.52E-01,-34,,,,,2.52E-01,-18.3999996
,,,2.52E-01,-36,,,,,2.52E-01,-19.2000008
,,,2.53E-01,-40,,,,,2.53E-01,-20
,,,2.53E-01,-42,,,,,2.53E-01,-20
,,,2.53E-01,-44,,,,,2.53E-01,-20
,,,2.53E-01,-46,,,,,2.53E-01,-20
,,,2.53E-01,-48,,,,,2.53E-01,-20
,,,2.54E-01,-48,,,,,2.54E-01,-20
,,,2.54E-01,-48,,,,,2.54E-01,-20
